user_id,name,username,email_address,date_of_birth,gender,location,membership_start_date,membership_end_date,subscription_plan,payment_information,renewal_status,usage_frequency,purchase_history,favorite_genres,devices_used,engagement_metrics,feedback_ratings,customer_support_interactions
1260,Crystal Gonzalez,Jose Taylor,gbautista@example.net,10/16/1937,Female,Gilesport,3/6/2024,3/6/2025,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.2,3
1262,Jose Taylor,Leslie Morales,uhall@example.com,1/21/1978,Male,North Thomas,1/31/2024,1/30/2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Drama,Smart TV,High,4.2,7
1263,Leslie Morales,Amber Peters,jaclyn86@example.com,9/14/1969,Female,Johnsonborough,1/13/2024,1/12/2025,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,3.5,7
1264,Amber Peters,Alex Mccall,contrerasbrooke@example.org,5/6/1992,Male,Nancybury,2/24/2024,2/23/2025,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Tablet,Low,3.9,5
1265,Alex Mccall,Briana Hall,mfreeman@example.com,11/19/1983,Female,Nelsonhaven,3/3/2024,3/3/2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Medium,3.7,6
1266,Briana Hall,Christine Reed,mckinneykatherine@example.net,10/27/1968,Male,New Antonio,1/6/2024,1/5/2025,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Medium,4,0
1267,Christine Reed,Joshua Kirk,rebeccahernandez@example.com,10/10/1997,Male,West Rachelstad,3/8/2024,3/8/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Action,Smartphone,Medium,4.1,7
1268,Joshua Kirk,Sean Allen,forddouglas@example.net,2/18/1968,Female,East Bettyfurt,2/4/2024,2/3/2025,Annual,Visa,Manual,Regular,Books,Romance,Smart TV,Medium,3,0
1269,Sean Allen,Billy Wallace,rodriguezhenry@example.org,1/31/1949,Female,Christinaland,2/3/2024,2/2/2025,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.5,10
1270,Billy Wallace,Kevin Allen,pattersonandrea@example.org,9/16/1946,Female,West Timothyborough,1/18/2024,1/17/2025,Annual,Visa,Manual,Regular,Clothing,Sci-Fi,Smart TV,Low,4.3,5
1271,Kevin Allen,Andrew Johnson,allisonstrong@example.org,4/20/1939,Male,New Rickymouth,1/9/2024,1/8/2025,Annual,Visa,Manual,Regular,Books,Romance,Tablet,Medium,3.5,8
1272,Andrew Johnson,James Fritz,matthewharrison@example.net,3/21/1982,Male,Meyerville,3/26/2024,3/26/2025,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.1,10
1273,James Fritz,Katelyn Mccarthy,kparker@example.org,5/7/1940,Female,Donnaview,1/14/2024,1/13/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.2,4
1275,Katelyn Mccarthy,William Thomas,zwashington@example.net,5/16/1937,Female,North Steven,2/24/2024,2/23/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smartphone,Low,3.5,5
1276,William Thomas,Melanie Martin,alyssa28@example.com,5/2/1952,Male,Chelseamouth,4/2/2024,4/2/2025,Monthly,Mastercard,Manual,Regular,Electronics,Documentary,Smartphone,Low,5,2
1277,Melanie Martin,Melissa Goodwin,riceallison@example.com,1/16/1969,Male,Simmonsside,1/1/2024,12/31/2024,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,Low,4.9,3
1278,Melissa Goodwin,Renee Hayes,garciajennifer@example.net,6/11/1978,Male,Butlerland,3/26/2024,3/26/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,4.3,0
1279,Renee Hayes,Edward Jenkins,dawnmiller@example.com,5/28/1986,Female,Pamelastad,2/2/2024,2/1/2025,Monthly,Visa,Manual,Regular,Clothing,Documentary,Smartphone,Medium,4,2
1280,Edward Jenkins,Brandy Williamson,leah52@example.com,5/28/1974,Male,Grahamfort,3/8/2024,3/8/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Documentary,Smart TV,High,4.5,7
1281,Brandy Williamson,Michael Cole,kevin03@example.com,8/6/1981,Male,Leeview,2/2/2024,2/1/2025,Annual,Amex,Auto-renew,Occasional,Electronics,Romance,Smartphone,Medium,4.3,2
1283,Michael Cole,Krystal Walker,jennifer96@example.com,10/17/1969,Male,Owenschester,3/6/2024,3/6/2025,Monthly,Mastercard,Manual,Frequent,Books,Horror,Tablet,Low,3.7,2
1284,Krystal Walker,Shawna Gonzales,nicholas17@example.com,1/22/2004,Male,New Jennifer,2/19/2024,2/18/2025,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,3.7,6
1285,Shawna Gonzales,Maria Jensen,robertking@example.net,4/28/1956,Female,Port Joehaven,2/28/2024,2/27/2025,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Smart TV,Low,3.2,6
1286,Maria Jensen,Stephanie Randall,williamrogers@example.com,8/8/1951,Female,East Jorge,3/4/2024,3/4/2025,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.6,1
1287,Stephanie Randall,Maria Walsh,kathryn10@example.net,6/30/1970,Female,East Ronald,2/26/2024,2/25/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.4,5
1290,Maria Walsh,Damon Walker,abigailconrad@example.com,6/3/1978,Male,Powellton,2/26/2024,2/25/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Romance,Smartphone,Medium,3,4
1291,Damon Walker,Timothy Thompson,brian46@example.org,9/22/1987,Male,Craigville,3/24/2024,3/24/2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Tablet,High,3.2,6
1292,Timothy Thompson,Tyler Morgan,austin23@example.com,3/22/1959,Female,Lake Samanthashire,1/8/2024,1/7/2025,Annual,Visa,Manual,Regular,Books,Drama,Tablet,High,3.9,8
1293,Tyler Morgan,David Davis,garymeyers@example.org,12/29/1989,Male,East Nathan,3/15/2024,3/15/2025,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.1,9
1294,David Davis,Cindy Decker,zpruitt@example.org,8/14/1995,Female,North Megan,2/17/2024,2/16/2025,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,0
1295,Cindy Decker,Robert Wise,cohenpaul@example.net,2/3/1976,Male,South Michelle,1/4/2024,1/3/2025,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.2,7
1296,Robert Wise,Dominique Lucas,thomasthompson@example.net,2/18/1977,Male,New Katie,2/8/2024,2/7/2025,Annual,Visa,Manual,Regular,Clothing,Romance,Smartphone,High,3.4,2
1298,Dominique Lucas,Megan Frank,umclaughlin@example.net,4/9/2003,Male,Smithchester,2/6/2024,2/5/2025,Annual,Amex,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,Medium,4.1,3
1299,Megan Frank,Troy Ramirez,ewilson@example.com,4/30/1969,Female,New Kimberlymouth,2/12/2024,2/11/2025,Annual,Amex,Manual,Frequent,Books,Comedy,Tablet,High,4.5,0
1300,Troy Ramirez,Casey Perkins,kristy17@example.org,7/16/1976,Male,Timothyfurt,1/13/2024,1/12/2025,Monthly,Visa,Manual,Frequent,Books,Documentary,Smart TV,Low,3.7,6
1301,Casey Perkins,Ashley Moody,cedwards@example.net,4/25/1975,Male,Natalieburgh,3/11/2024,3/11/2025,Annual,Mastercard,Manual,Frequent,Books,Horror,Smartphone,Low,4.9,1
1302,Ashley Moody,Jennifer Coleman,daniel24@example.net,1/25/1967,Female,Sherihaven,4/7/2024,4/7/2025,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Smart TV,Low,4.4,5
1303,Jennifer Coleman,Ryan Santiago,thomasedward@example.net,12/8/1969,Female,East Tylerport,1/3/2024,1/2/2025,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,Low,3.2,2
1304,Ryan Santiago,Sherri Banks,gtaylor@example.net,3/30/1982,Male,East Amandafort,2/19/2024,2/18/2025,Monthly,Amex,Manual,Frequent,Electronics,Drama,Smart TV,Medium,4.2,9
1306,Sherri Banks,Monica Gomez,smithphillip@example.com,8/13/2002,Female,Melissaside,4/12/2024,4/12/2025,Monthly,Visa,Manual,Regular,Books,Action,Smart TV,High,4.3,7
1307,Monica Gomez,Alejandro Rojas,harringtonnicholas@example.org,4/11/1959,Male,Mcguireport,2/22/2024,2/21/2025,Monthly,Visa,Auto-renew,Occasional,Clothing,Drama,Smartphone,High,4.8,9
1309,Alejandro Rojas,Richard Rowe,warren18@example.net,2/8/1999,Female,Johnsonfort,2/4/2024,2/3/2025,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smartphone,Low,4.5,2
1310,Richard Rowe,Erica Weaver,victoriaowens@example.com,11/30/1975,Female,Hardinmouth,3/7/2024,3/7/2025,Annual,Amex,Manual,Frequent,Books,Action,Tablet,Low,4.3,10
1311,Erica Weaver,David Parks,alvarezkelly@example.net,8/10/1942,Female,Ashleyland,1/17/2024,1/16/2025,Monthly,Amex,Manual,Occasional,Clothing,Romance,Tablet,Medium,3.9,10
1312,David Parks,Donald Reynolds,ruth36@example.net,10/15/1997,Male,Lake Tylerville,4/9/2024,4/9/2025,Monthly,Visa,Manual,Occasional,Books,Drama,Smartphone,Medium,4.7,4
1313,Donald Reynolds,Tammy Santos Dvm,miranda01@example.com,8/20/2002,Male,Jamesville,4/2/2024,4/2/2025,Monthly,Amex,Manual,Occasional,Clothing,Action,Smart TV,High,4.8,8
1314,Tammy Santos DVM,Juan Duran,mcculloughanthony@example.org,10/25/1951,Male,Fieldsbury,2/5/2024,2/4/2025,Annual,Mastercard,Manual,Frequent,Clothing,Romance,Tablet,High,4.6,2
1316,Juan Duran,Mrs. Maria Holland Md,murillomisty@example.org,9/10/1949,Female,Erikberg,3/8/2024,3/8/2025,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.9,2
1317,Mrs. Maria Holland MD,Rachael Miles Dds,emma23@example.com,12/18/2001,Female,North Eric,3/1/2024,3/1/2025,Monthly,Visa,Manual,Frequent,Books,Action,Tablet,Medium,3.9,1
1318,Rachael Miles DDS,Jeffrey Chambers,michelle53@example.org,3/24/1998,Female,Greenechester,2/18/2024,2/17/2025,Monthly,Mastercard,Manual,Occasional,Books,Drama,Smartphone,High,4.6,7
1319,Jeffrey Chambers,Sheena Gaines,ocastillo@example.net,3/8/1935,Female,Jerryfurt,3/9/2024,3/9/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Smart TV,High,3.4,10
1320,Sheena Gaines,Elizabeth Wheeler,danahaynes@example.org,9/10/2004,Female,West Victoria,1/8/2024,1/7/2025,Monthly,Visa,Manual,Regular,Books,Sci-Fi,Smart TV,Medium,4,2
1322,Elizabeth Wheeler,Joshua Williams,donaldmccullough@example.org,6/21/1941,Female,South Victorburgh,4/1/2024,4/1/2025,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Tablet,High,3.6,3
1323,Joshua Williams,Elizabeth Johnson,sherylgray@example.org,12/30/1977,Female,West Paulland,3/7/2024,3/7/2025,Annual,Amex,Manual,Frequent,Books,Romance,Tablet,High,4.3,1
1325,Elizabeth Johnson,William Mckee,nwilson@example.com,2/16/1997,Female,Lake Melissashire,3/26/2024,3/26/2025,Monthly,Mastercard,Manual,Occasional,Clothing,Romance,Smartphone,Medium,4.4,3
1326,William Mckee,Brittany Rowe,ysanders@example.org,1/5/1965,Male,Lake Stevenland,1/15/2024,1/14/2025,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,5,3
1327,Brittany Rowe,Emily Howard,leachderek@example.com,12/18/1961,Female,Gallagherborough,1/5/2024,1/4/2025,Monthly,Visa,Manual,Regular,Books,Action,Smartphone,Low,4.5,9
1328,Emily Howard,Christopher Mckay,christopherbridges@example.net,7/30/1967,Female,Walkerton,2/9/2024,2/8/2025,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smart TV,High,4.9,0
1329,Christopher Mckay,Katherine Mckenzie,jay38@example.org,8/25/1940,Female,West Lisa,3/4/2024,3/4/2025,Annual,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Tablet,Low,3.3,1
1330,Katherine Mckenzie,Vanessa Fletcher,rreed@example.net,12/30/1937,Male,South Kellyville,3/8/2024,3/8/2025,Annual,Amex,Manual,Regular,Electronics,Action,Smart TV,Low,4.4,2
1331,Vanessa Fletcher,James Strickland,aaronwelch@example.org,1/2/1987,Female,East Robertshire,2/23/2024,2/22/2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,7
1332,James Strickland,Phillip Wilson,sonya57@example.org,5/22/1949,Female,Lake Williamville,1/5/2024,1/4/2025,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Smartphone,Low,3.8,5
1334,Phillip Wilson,Jason Thompson,sanchezlinda@example.com,9/3/1980,Male,Hartmouth,3/2/2024,3/2/2025,Monthly,Visa,Manual,Regular,Clothing,Romance,Smart TV,High,4.1,4
1335,Jason Thompson,Lindsay Clarke Dvm,wwhitaker@example.org,7/1/2004,Male,East Johnville,2/13/2024,2/12/2025,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,3
1336,Lindsay Clarke DVM,Tyler Hester,tina28@example.org,8/23/1942,Male,Terrihaven,4/8/2024,4/8/2025,Annual,Amex,Manual,Regular,Books,Drama,Smartphone,Low,4.8,8
1337,Tyler Hester,Kevin Haley,robert74@example.com,8/12/1934,Female,West Sergio,4/13/2024,4/13/2025,Annual,Visa,Auto-renew,Regular,Clothing,Drama,Smartphone,Medium,4.5,4
1338,Kevin Haley,Eric Roberts,paige48@example.net,7/10/1981,Female,Joshuachester,1/17/2024,1/16/2025,Monthly,Visa,Auto-renew,Frequent,Books,Romance,Smartphone,Low,3.6,1
1339,Eric Roberts,Karen Davidson,holly03@example.org,10/23/1933,Male,West Kimberlyhaven,1/3/2024,1/2/2025,Annual,Visa,Manual,Frequent,Books,Documentary,Smartphone,Medium,3.1,10
1340,Karen Davidson,Julia Moore,fanderson@example.com,6/29/1984,Female,Kevinchester,3/5/2024,3/5/2025,Annual,Amex,Manual,Occasional,Electronics,Romance,Tablet,High,5,3
1341,Julia Moore,Victor Hernandez,ewilson@example.com,11/8/1941,Male,Martinezmouth,2/14/2024,2/13/2025,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,6
1342,Victor Hernandez,Joseph Turner,kathleen05@example.net,6/3/1982,Male,Valenzuelahaven,3/3/2024,3/3/2025,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.9,9
1343,Joseph Turner,Brian Wright,raymond73@example.org,2/28/1980,Male,Port Jessehaven,3/13/2024,3/13/2025,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smart TV,Medium,4.5,8
1344,Brian Wright,Robin Ellis,katherinebrown@example.net,3/4/1965,Female,Shermanland,1/5/2024,1/4/2025,Annual,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.7,9
1345,Robin Ellis,John Gonzalez,foxheather@example.net,6/15/1956,Female,Maryshire,3/15/2024,3/15/2025,Annual,Mastercard,Manual,Occasional,Electronics,Romance,Smartphone,High,4.4,10
1346,John Gonzalez,Logan Edwards,shannon15@example.net,10/18/1946,Female,Harrisonfort,4/6/2024,4/6/2025,Annual,Visa,Auto-renew,Regular,Clothing,Action,Smartphone,High,3.2,8
1347,Logan Edwards,Brian Houston,wellsjonathan@example.net,7/23/1991,Male,Heathshire,1/19/2024,1/18/2025,Annual,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.7,2
1348,Brian Houston,Jennifer Vazquez,ymartinez@example.com,9/2/1934,Male,East Kenneth,2/26/2024,2/25/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,Medium,4.2,4
1349,Jennifer Vazquez,Jason Lynn,madison87@example.net,9/30/1976,Female,Amychester,2/2/2024,2/1/2025,Monthly,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,Low,4.6,6
1350,Jason Lynn,Sarah Shields,hannahnewman@example.org,2/23/1950,Male,East Robertside,2/26/2024,2/25/2025,Monthly,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,3.7,3
1351,Sarah Shields,Mary Thompson,acrawford@example.com,8/20/2000,Male,Bridgesshire,3/3/2024,3/3/2025,Annual,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.4,6
1352,Mary Thompson,Lauren Hartman,patriciawoods@example.org,9/26/1983,Male,Castrofort,3/21/2024,3/21/2025,Monthly,Visa,Manual,Frequent,Clothing,Horror,Smartphone,High,3.2,7
1353,Lauren Hartman,Stephanie Young Dvm,eclark@example.net,12/13/1949,Male,West Kenneth,3/6/2024,3/6/2025,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,3.7,9
1354,Stephanie Young DVM,Michele Morris,nicholschad@example.net,1/20/1992,Female,South Richardberg,3/22/2024,3/22/2025,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4,4
1355,Michele Morris,Michael Harrell,andreamartin@example.org,12/26/1962,Female,Douglasfort,1/16/2024,1/15/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Documentary,Tablet,High,3.2,9
1356,Michael Harrell,Clayton Gordon,thomaswoodward@example.com,5/14/2004,Female,Lake Mitchellshire,3/18/2024,3/18/2025,Monthly,Amex,Auto-renew,Occasional,Books,Action,Tablet,Medium,4.7,5
1357,Clayton Gordon,Christopher Bishop,wallacemichael@example.net,1/2/1963,Female,Andersontown,2/24/2024,2/23/2025,Annual,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,Low,3.8,2
1358,Christopher Bishop,Michael Wood,lclark@example.org,1/18/1940,Male,Danielburgh,1/11/2024,1/10/2025,Monthly,Mastercard,Manual,Frequent,Clothing,Sci-Fi,Smart TV,Low,4.3,2
1359,Michael Wood,Mikayla Davis,johnstonseth@example.com,6/26/1979,Female,East Robert,1/18/2024,1/17/2025,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Action,Smartphone,Low,4.5,5
1360,Mikayla Davis,Michael Lara,andersonmark@example.com,4/3/1944,Female,Alexashire,2/5/2024,2/4/2025,Annual,Visa,Manual,Regular,Books,Sci-Fi,Tablet,Low,4.6,2
1361,Michael Lara,Debra Alexander,haileymcguire@example.org,12/15/1937,Female,New Carlshire,1/16/2024,1/15/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,Low,3.4,9
1362,Debra Alexander,Bradley Mendoza,owenscameron@example.com,1/18/1959,Male,Lake Vernonmouth,4/6/2024,4/6/2025,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Low,3.5,4
1363,Bradley Mendoza,Julia Hernandez,djohnson@example.net,5/2/1945,Male,Lake Melissamouth,1/26/2024,1/25/2025,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Low,3.7,1
1365,Julia Hernandez,Jessica Harris,coxderek@example.com,5/1/1947,Female,Copelandbury,3/6/2024,3/6/2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,High,4,1
1366,Jessica Harris,Michael Miller,garrett60@example.com,12/25/1952,Female,Patrickton,4/6/2024,4/6/2025,Annual,Amex,Auto-renew,Regular,Electronics,Drama,Tablet,High,3.7,6
1367,Michael Miller,Michael Nichols,pamaustin@example.com,9/6/1980,Female,South Andrewfurt,2/23/2024,2/22/2025,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,High,3.1,6
1368,Michael Nichols,Emily Thomas,tom53@example.org,4/23/1964,Male,Juarezville,2/5/2024,2/4/2025,Annual,Mastercard,Manual,Regular,Books,Horror,Smartphone,Medium,3.7,7
1369,Emily Thomas,Mason Wright,tyronerodriguez@example.org,10/18/1936,Female,Bradleystad,1/4/2024,1/3/2025,Monthly,Amex,Auto-renew,Frequent,Books,Documentary,Smart TV,High,4.7,8
1370,Mason Wright,Cynthia Matthews,jwilkinson@example.org,12/12/1998,Female,North Dominique,2/19/2024,2/18/2025,Annual,Amex,Manual,Occasional,Clothing,Drama,Smart TV,Medium,3.7,0
1371,Cynthia Matthews,Pamela Peterson,owensjames@example.org,4/9/1965,Female,Lake Thomas,1/28/2024,1/27/2025,Annual,Amex,Manual,Occasional,Books,Comedy,Smartphone,High,4.7,6
1372,Pamela Peterson,Patricia Reed,davidaustin@example.net,6/13/1995,Male,West Nataliemouth,2/15/2024,2/14/2025,Annual,Amex,Manual,Frequent,Electronics,Romance,Smart TV,Medium,4.3,10
1373,Patricia Reed,Raymond Smith,nathan93@example.com,6/11/1933,Female,Contrerasbury,2/6/2024,2/5/2025,Annual,Mastercard,Manual,Regular,Clothing,Action,Tablet,High,3.5,0
1374,Raymond Smith,Cynthia Dunn,christineyoung@example.net,12/6/1995,Male,Thomasside,1/6/2024,1/5/2025,Monthly,Visa,Auto-renew,Frequent,Electronics,Horror,Tablet,Low,4.8,6
1375,Cynthia Dunn,Steven Hull,rosspatrick@example.org,9/23/1987,Female,New Ronaldfurt,2/22/2024,2/21/2025,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,High,3.6,5
1376,Steven Hull,Stephanie Anderson,christine33@example.com,6/23/1944,Male,Robertsonton,2/6/2024,2/5/2025,Annual,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.4,7
1377,Stephanie Anderson,Daniel Fox,dwilliams@example.net,12/18/1992,Female,East Dennis,4/1/2024,4/1/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smartphone,Low,4.6,5
1378,Daniel Fox,Tamara Carson,fishermary@example.net,11/23/1983,Female,South Michaelville,3/30/2024,3/30/2025,Annual,Visa,Manual,Occasional,Clothing,Drama,Tablet,Medium,5,9
1379,Tamara Carson,Paul Barrera,browntimothy@example.net,4/16/1965,Male,North Leahville,1/5/2024,1/4/2025,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,4.5,2
1380,Paul Barrera,Michael Ayala,masonkimberly@example.net,8/31/1933,Male,Samanthaland,3/21/2024,3/21/2025,Monthly,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
1381,Michael Ayala,Ryan Rollins,maxwellkeith@example.com,6/14/1941,Male,South Kelsey,4/9/2024,4/9/2025,Annual,Mastercard,Auto-renew,Regular,Clothing,Documentary,Tablet,High,4.6,7
1382,Ryan Rollins,Jacob Chavez,timothy34@example.net,9/21/1957,Female,West Luishaven,3/10/2024,3/10/2025,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,Medium,3.1,3
1383,Jacob Chavez,Melissa Smith,kendraschwartz@example.org,7/20/1966,Female,New Ethanstad,1/5/2024,1/4/2025,Monthly,Visa,Manual,Occasional,Books,Action,Smart TV,High,3,7
1384,Melissa Smith,Lisa Wilcox,aliciaperez@example.org,11/12/1989,Female,Port Michaelville,4/5/2024,4/5/2025,Annual,Amex,Auto-renew,Frequent,Books,Horror,Smart TV,Low,4.6,2
1385,Lisa Wilcox,Mark Perez,darleneevans@example.org,7/29/1936,Female,Elliottfort,1/6/2024,1/5/2025,Annual,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.7,4
1386,Mark Perez,Brian Norris,greid@example.com,1/14/2005,Female,Guzmanville,1/19/2024,1/18/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,3.4,2
1387,Brian Norris,Holly Baker,kristin34@example.org,5/30/1972,Female,Robinsonmouth,2/11/2024,2/10/2025,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.3,10
1388,Holly Baker,Brian Miller,cfernandez@example.net,3/3/1991,Female,Lake Desiree,3/5/2024,3/5/2025,Annual,Mastercard,Manual,Occasional,Electronics,Sci-Fi,Smartphone,Medium,3.3,6
1389,Brian Miller,Joseph King,marcusking@example.com,12/10/1957,Female,Johnsonside,3/5/2024,3/5/2025,Monthly,Visa,Auto-renew,Frequent,Books,Horror,Tablet,Low,3.7,0
1390,Joseph King,John Hardin,johnlee@example.com,6/17/1934,Female,Isabellaside,1/15/2024,1/14/2025,Monthly,Mastercard,Manual,Frequent,Books,Comedy,Smart TV,Medium,3.5,0
1391,John Hardin,Jennifer Gordon,emckinney@example.com,10/23/1941,Male,Port Steven,2/16/2024,2/15/2025,Annual,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.4,3
1392,Jennifer Gordon,Brandon Henderson,sotodavid@example.com,2/28/1942,Male,Manuelmouth,2/23/2024,2/22/2025,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,Medium,4.2,8
1393,Brandon Henderson,Robert Knight,barry62@example.com,5/14/1942,Male,Lisaburgh,1/3/2024,1/2/2025,Monthly,Amex,Auto-renew,Regular,Clothing,Drama,Smart TV,Medium,4.4,9
1394,Robert Knight,Crystal Brooks,melissasimpson@example.net,10/16/1934,Male,Chadberg,3/8/2024,3/8/2025,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Smart TV,Low,3.3,2
1395,Crystal Brooks,Jessica Hopkins,ryanrichard@example.net,2/7/1994,Female,Kathleenland,1/20/2024,1/19/2025,Monthly,Amex,Manual,Frequent,Electronics,Documentary,Tablet,Medium,4,0
1396,Jessica Hopkins,Jennifer Price,yatestracey@example.net,11/29/1987,Female,Port Shawnshire,2/14/2024,2/13/2025,Monthly,Visa,Auto-renew,Regular,Clothing,Action,Tablet,High,4.6,6
1397,Jennifer Price,Kelly Harris,georgelane@example.net,3/2/1945,Female,South Shane,1/10/2024,1/9/2025,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Low,4,6
1398,Kelly Harris,Wanda Stevenson,josephvaldez@example.net,11/25/2005,Female,New Austin,3/23/2024,3/23/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,3.6,0
1399,Wanda Stevenson,Tiffany Phillips,hughesjames@example.net,7/26/1993,Female,Laurenfurt,2/19/2024,2/18/2025,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,4.9,1
1400,Tiffany Phillips,Claire Herrera,jasonjohnson@example.com,4/10/1939,Female,Lauratown,2/23/2024,2/22/2025,Annual,Visa,Manual,Frequent,Electronics,Sci-Fi,Smartphone,High,3.3,4
1401,Claire Herrera,Thomas Harrison,bobbysanchez@example.com,9/26/1958,Male,New Jenniferport,4/9/2024,4/9/2025,Annual,Mastercard,Auto-renew,Occasional,Electronics,Horror,Smart TV,High,4.1,5
1402,Thomas Harrison,Joshua Rivas,parrishlisa@example.org,3/29/1980,Female,Johnsonhaven,3/29/2024,3/29/2025,Annual,Visa,Auto-renew,Frequent,Books,Horror,Smart TV,High,4,5
1403,Joshua Rivas,Christy Smith,thomas49@example.com,2/16/1979,Male,New Jeanette,3/6/2024,3/6/2025,Annual,Mastercard,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.8,6
1404,Christy Smith,Terry Williams,gardnerdonna@example.org,7/3/1995,Female,Johntown,2/2/2024,2/1/2025,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,4.1,10
1405,Terry Williams,Christopher Santos,coxseth@example.org,5/17/1938,Male,East Peter,1/19/2024,1/18/2025,Annual,Visa,Manual,Frequent,Clothing,Comedy,Tablet,Low,3.3,0
1406,Christopher Santos,Kayla Dawson,erin14@example.org,7/29/1977,Female,East Christy,2/20/2024,2/19/2025,Monthly,Amex,Manual,Regular,Books,Romance,Smartphone,Low,3.5,10
